,date,team1Name,team2Name,venue,referee,result,day,month,season,avgLast5Scores,avgLast5ScoresAgainst,avgLast5Bps,avgLast5BpsAgainst,avgLast5Tries,avgLast5Conversions,avgLast5Penalties,avgLast5DropGoals,avgLast5TriesAgainst,avgLast5ConversionsAgainst,avgLast5PenaltiesAgainst,avgLast5DropGoalsAgainst,targetCode
467,2016-03-20,Northampton,Exeter,Sandy Park,Greg Garner,L,Sun,Mar,2015-16,28.8,15.4,0.8,0.2,4.0,3.2,0.8,0.0,1.2,0.8,2.6,0.0,0
473,2016-03-20,Saracens,Leicester,Welford Road,JP Doyle,L,Sun,Mar,2015-16,25.0,29.6,0.4,0.4,2.0,1.8,3.8,0.0,3.2,2.0,3.2,0.0,0
466,2016-03-20,Exeter,Northampton,Sandy Park,Greg Garner,W,Sun,Mar,2015-16,24.8,20.6,0.6,0.4,2.4,2.2,2.8,0.0,2.6,2.0,1.2,0.0,1
472,2016-03-20,Leicester,Saracens,Welford Road,JP Doyle,W,Sun,Mar,2015-16,27.0,26.8,0.6,0.4,3.2,2.8,1.8,0.0,2.8,2.2,2.8,0.0,1
469,2016-03-20,Sale,Wasps,Ricoh Arena,Dean Richards,L,Sun,Mar,2015-16,24.4,26.6,0.4,0.8,3.0,0.8,2.6,0.0,3.2,2.6,1.8,0.0,0
470,2016-03-20,London Irish,Gloucester,Madejski Stadium,Matthew Carley,W,Sun,Mar,2015-16,15.0,31.0,0.2,0.6,1.6,0.8,1.8,0.0,3.8,3.0,2.0,0.0,1
475,2016-03-26,Exeter,Saracens,Allianz Park,Matthew Carley,L,Sat,Mar,2015-16,25.4,18.4,0.4,0.4,2.2,1.8,3.6,0.0,2.4,2.0,0.8,0.0,0
479,2016-03-26,London Irish,Worcester,Sixways,Greg Garner,L,Sat,Mar,2015-16,18.2,27.6,0.2,0.6,1.8,1.0,2.4,0.0,3.2,2.2,2.4,0.0,0
477,2016-03-26,Bath,Gloucester,Kingsholm,Wayne Barnes,W,Sat,Mar,2015-16,21.8,24.2,0.6,0.4,2.6,1.4,2.0,0.0,2.2,1.2,3.6,0.0,1
474,2016-03-26,Saracens,Exeter,Allianz Park,Matthew Carley,W,Sat,Mar,2015-16,23.0,21.0,0.4,0.2,1.8,1.6,3.6,0.0,2.0,1.0,2.8,0.2,1
478,2016-03-26,Worcester,London Irish,Sixways,Greg Garner,W,Sat,Mar,2015-16,22.6,22.0,0.0,0.8,2.4,1.4,2.6,0.0,2.6,1.2,2.2,0.0,1
476,2016-03-26,Gloucester,Bath,Kingsholm,Wayne Barnes,L,Sat,Mar,2015-16,19.0,18.4,0.4,0.2,1.8,1.4,2.4,0.0,1.4,1.2,3.0,0.0,0
483,2016-03-27,Wasps,Newcastle,Kingston Park,JP Doyle,W,Sun,Mar,2015-16,30.2,15.4,0.8,0.2,4.0,3.0,1.4,0.0,2.0,1.2,1.0,0.0,1
480,2016-03-27,Sale,Leicester,AJ Bell Stadium,Thomas Foley,W,Sun,Mar,2015-16,22.2,31.0,0.4,0.8,2.8,0.8,2.2,0.0,3.8,3.0,2.0,0.0,1
481,2016-03-27,Leicester,Sale,AJ Bell Stadium,Thomas Foley,L,Sun,Mar,2015-16,28.4,24.2,0.6,0.4,3.4,3.0,1.6,0.2,2.6,2.0,2.4,0.0,0
482,2016-03-27,Newcastle,Wasps,Kingston Park,JP Doyle,L,Sun,Mar,2015-16,16.4,25.0,0.4,0.6,1.2,1.0,2.8,0.0,3.0,2.0,2.0,0.0,0
484,2016-03-27,Northampton,Harlequins,Franklin's Gardens,Tim Wigglesworth,W,Sun,Mar,2015-16,24.2,18.0,0.6,0.2,3.4,2.4,0.8,0.0,1.2,0.6,3.6,0.0,1
485,2016-03-27,Harlequins,Northampton,Franklin's Gardens,Tim Wigglesworth,L,Sun,Mar,2015-16,21.6,27.8,0.6,0.6,1.8,1.2,3.4,0.0,2.8,2.4,3.0,0.0,0
487,2016-04-01,Saracens,Bath,The Recreation Ground,Greg Garner,W,Fri,Apr,2015-16,25.2,22.2,0.6,0.2,2.6,2.2,2.6,0.0,2.4,1.2,2.4,0.2,1
486,2016-04-01,Bath,Saracens,The Recreation Ground,Greg Garner,L,Fri,Apr,2015-16,21.6,21.8,0.4,0.6,2.8,1.4,1.6,0.0,1.6,1.2,3.8,0.0,0
491,2016-04-02,Newcastle,Harlequins,Twickenham Stoop,Matthew Carley,L,Sat,Apr,2015-16,15.2,26.8,0.4,0.6,1.2,1.0,2.4,0.0,3.4,2.2,1.8,0.0,0
494,2016-04-02,Leicester,Gloucester,Welford Road,JP Doyle,W,Sat,Apr,2015-16,28.6,24.6,0.6,0.4,3.6,3.2,1.2,0.2,3.0,2.4,1.6,0.0,1
489,2016-04-02,Worcester,Exeter,Sandy Park,Thomas Foley,L,Sat,Apr,2015-16,18.8,18.6,0.0,0.8,1.8,1.0,2.6,0.0,1.8,1.2,2.4,0.0,0
493,2016-04-02,Sale,London Irish,Madejski Stadium,Craig Maxwell-Keys,W,Sat,Apr,2015-16,23.0,28.8,0.2,1.0,2.6,1.4,2.4,0.0,3.6,3.0,1.6,0.0,1
495,2016-04-02,Gloucester,Leicester,Welford Road,JP Doyle,L,Sat,Apr,2015-16,19.0,16.8,0.6,0.2,1.8,1.4,2.4,0.0,1.8,1.2,1.8,0.0,0
492,2016-04-02,London Irish,Sale,Madejski Stadium,Craig Maxwell-Keys,L,Sat,Apr,2015-16,16.4,25.6,0.2,0.6,1.4,0.8,2.6,0.0,3.0,2.0,2.2,0.0,0
490,2016-04-02,Harlequins,Newcastle,Twickenham Stoop,Matthew Carley,W,Sat,Apr,2015-16,21.2,29.8,0.8,0.6,2.0,1.4,2.8,0.0,3.4,2.8,2.4,0.0,1
488,2016-04-02,Exeter,Worcester,Sandy Park,Thomas Foley,W,Sat,Apr,2015-16,24.6,22.6,0.4,0.4,2.4,1.8,3.0,0.0,3.0,2.6,0.8,0.0,1
496,2016-04-03,Wasps,Northampton,Ricoh Arena,Luke Pearce,W,Sun,Apr,2015-16,32.2,15.8,1.0,0.0,4.4,3.6,1.0,0.0,2.0,1.4,1.0,0.0,1
497,2016-04-03,Northampton,Wasps,Ricoh Arena,Luke Pearce,L,Sun,Apr,2015-16,25.0,17.4,0.6,0.4,3.6,2.6,0.6,0.0,1.2,0.6,3.4,0.0,0
499,2016-04-15,Exeter,Gloucester,Kingsholm,Craig Maxwell-Keys,L,Fri,Apr,2015-16,29.4,21.6,0.6,0.4,3.6,2.4,2.2,0.0,3.0,2.4,0.6,0.0,0
498,2016-04-15,Gloucester,Exeter,Kingsholm,Craig Maxwell-Keys,W,Fri,Apr,2015-16,18.6,22.6,0.6,0.4,1.6,1.4,2.6,0.0,2.8,1.6,1.8,0.0,1
504,2016-04-16,Northampton,Leicester,Franklin's Gardens,Tim Wigglesworth,L,Sat,Apr,2015-16,18.6,19.4,0.4,0.4,2.4,1.8,1.0,0.0,1.4,0.8,3.6,0.0,0
502,2016-04-16,Saracens,Harlequins,Wembley Stadium,Greg Garner,W,Sat,Apr,2015-16,24.0,17.0,0.6,0.0,2.4,1.8,2.8,0.0,1.6,1.2,2.0,0.2,1
501,2016-04-16,Wasps,Worcester,Sixways,JP Doyle,W,Sat,Apr,2015-16,29.4,15.0,0.8,0.0,3.8,2.8,1.6,0.0,1.6,1.4,1.4,0.0,1
505,2016-04-16,Leicester,Northampton,Franklin's Gardens,Tim Wigglesworth,W,Sat,Apr,2015-16,26.2,26.6,0.6,0.6,3.2,2.4,1.6,0.2,3.0,2.8,2.0,0.0,1
500,2016-04-16,Worcester,Wasps,Sixways,JP Doyle,L,Sat,Apr,2015-16,17.6,21.0,0.0,0.8,1.8,1.0,2.2,0.0,2.2,1.4,2.4,0.0,0
503,2016-04-16,Harlequins,Saracens,Wembley Stadium,Greg Garner,L,Sat,Apr,2015-16,28.4,26.4,1.0,0.4,2.8,2.4,3.2,0.0,2.8,2.0,2.8,0.0,0
508,2016-04-17,Newcastle,London Irish,Kingston Park,Wayne Barnes,W,Sun,Apr,2015-16,19.0,29.6,0.4,0.6,1.8,1.4,2.4,0.0,3.8,2.6,1.8,0.0,1
507,2016-04-17,Bath,Sale,AJ Bell Stadium,Luke Pearce,L,Sun,Apr,2015-16,20.2,22.6,0.4,0.8,2.6,1.2,1.6,0.0,2.0,1.2,3.4,0.0,0
506,2016-04-17,Sale,Bath,AJ Bell Stadium,Luke Pearce,W,Sun,Apr,2015-16,21.8,24.6,0.0,0.8,2.2,1.8,2.4,0.0,3.0,2.4,1.6,0.0,1
509,2016-04-17,London Irish,Newcastle,Kingston Park,Wayne Barnes,L,Sun,Apr,2015-16,15.4,22.2,0.2,0.4,1.2,0.8,2.6,0.0,2.2,1.4,2.8,0.0,0
511,2016-04-23,Sale,Bath,The Recreation Ground,Ian Tempest,L,Sat,Apr,2015-16,21.8,23.4,0.2,0.6,2.6,2.0,1.6,0.0,2.8,2.0,1.8,0.0,0
510,2016-04-23,Bath,Sale,The Recreation Ground,Ian Tempest,W,Sat,Apr,2015-16,18.6,25.0,0.2,1.0,2.0,1.0,2.2,0.0,2.6,1.8,2.8,0.0,1
513,2016-04-29,Gloucester,Sale,AJ Bell Stadium,Thomas Foley,W,Fri,Apr,2015-16,19.2,22.4,0.6,0.4,1.6,1.4,2.8,0.0,2.6,1.4,2.2,0.0,1
512,2016-04-29,Sale,Gloucester,AJ Bell Stadium,Thomas Foley,L,Fri,Apr,2015-16,24.8,24.6,0.6,0.6,3.2,2.6,1.2,0.0,2.8,2.0,2.2,0.0,0
514,2016-04-30,Leicester,Worcester,Welford Road,Greg Garner,W,Sat,Apr,2015-16,26.0,26.0,0.4,0.6,3.0,2.2,2.0,0.2,2.8,2.4,2.4,0.0,1
515,2016-04-30,Worcester,Leicester,Welford Road,Greg Garner,L,Sat,Apr,2015-16,21.6,29.0,0.2,0.8,2.6,1.0,2.2,0.0,3.6,2.8,1.8,0.0,0
517,2016-04-30,Bath,Northampton,Franklin's Gardens,Wayne Barnes,L,Sat,Apr,2015-16,19.4,23.2,0.2,1.2,2.2,1.2,2.0,0.0,2.6,1.8,2.2,0.0,0
516,2016-04-30,Northampton,Bath,Franklin's Gardens,Wayne Barnes,W,Sat,Apr,2015-16,19.4,22.4,0.6,0.2,2.4,1.6,1.4,0.0,2.0,1.4,3.2,0.0,1
522,2016-05-01,Saracens,Newcastle,Allianz Park,Ian Tempest,W,Sun,May,2015-16,25.4,15.4,0.4,0.0,3.0,2.2,2.0,0.0,1.2,0.8,2.4,0.2,1
518,2016-05-01,Exeter,Wasps,Sandy Park,Matthew Carley,W,Sun,May,2015-16,25.8,18.6,0.6,0.2,3.0,1.8,2.4,0.0,2.4,1.8,1.0,0.0,1
521,2016-05-01,Harlequins,London Irish,Madejski Stadium,JP Doyle,W,Sun,May,2015-16,26.2,25.0,0.8,0.4,2.4,2.0,3.4,0.0,3.0,2.0,2.0,0.0,1
519,2016-05-01,Wasps,Exeter,Sandy Park,Matthew Carley,L,Sun,May,2015-16,38.2,19.4,0.8,0.2,5.2,4.0,1.4,0.0,2.6,1.4,1.2,0.0,0
520,2016-05-01,London Irish,Harlequins,Madejski Stadium,JP Doyle,L,Sun,May,2015-16,13.2,19.8,0.4,0.2,1.0,0.8,2.2,0.0,1.6,1.4,3.0,0.0,0
523,2016-05-01,Newcastle,Saracens,Allianz Park,Ian Tempest,L,Sun,May,2015-16,18.8,27.8,0.2,0.8,1.8,1.6,2.2,0.0,3.4,2.4,2.0,0.0,0
529,2016-05-07,Exeter,Harlequins,Twickenham Stoop,Wayne Barnes,W,Sat,May,2015-16,24.2,15.8,0.4,0.2,2.8,1.8,2.2,0.0,2.0,1.4,1.0,0.0,1
527,2016-05-07,Northampton,Gloucester,Kingsholm,JP Doyle,W,Sat,May,2015-16,17.2,23.0,0.4,0.4,2.0,1.2,1.6,0.0,2.2,1.8,2.8,0.0,1
525,2016-05-07,Leicester,Bath,The Recreation Ground,Craig Maxwell-Keys,L,Sat,May,2015-16,27.4,22.2,0.6,0.4,3.2,2.4,2.0,0.2,2.2,2.0,2.4,0.0,0
530,2016-05-07,Newcastle,Sale,Kingston Park,Matthew Carley,L,Sat,May,2015-16,18.2,26.0,0.2,0.6,1.8,1.6,2.0,0.0,3.2,2.0,2.0,0.0,0
534,2016-05-07,Worcester,Saracens,Sixways,Luke Pearce,L,Sat,May,2015-16,19.4,31.2,0.2,1.0,2.4,1.0,1.8,0.0,4.0,3.2,1.6,0.0,0
526,2016-05-07,Gloucester,Northampton,Kingsholm,JP Doyle,L,Sat,May,2015-16,17.6,19.0,0.6,0.6,1.2,1.0,3.2,0.0,2.2,1.0,2.0,0.0,0
531,2016-05-07,Sale,Newcastle,Kingston Park,Matthew Carley,W,Sat,May,2015-16,24.6,19.2,0.8,0.4,3.0,2.4,1.6,0.0,1.8,1.2,2.6,0.0,1
524,2016-05-07,Bath,Leicester,The Recreation Ground,Craig Maxwell-Keys,W,Sat,May,2015-16,18.0,22.4,0.4,1.0,2.2,1.4,1.4,0.0,2.8,1.8,1.6,0.0,1
533,2016-05-07,London Irish,Wasps,Ricoh Arena,Thomas Foley,L,Sat,May,2015-16,15.0,21.0,0.6,0.4,1.4,1.0,2.0,0.0,2.0,1.6,2.6,0.0,0
535,2016-05-07,Saracens,Worcester,Sixways,Luke Pearce,W,Sat,May,2015-16,24.8,15.0,0.4,0.0,3.2,2.0,1.6,0.0,1.4,1.0,1.8,0.2,1
532,2016-05-07,Wasps,London Irish,Ricoh Arena,Thomas Foley,W,Sat,May,2015-16,31.6,19.4,0.6,0.2,4.2,3.2,1.4,0.0,2.6,1.4,1.2,0.0,1
528,2016-05-07,Harlequins,Exeter,Twickenham Stoop,Wayne Barnes,L,Sat,May,2015-16,25.6,24.4,0.8,0.4,2.4,2.0,3.2,0.0,3.0,2.0,1.8,0.0,0
536,2016-05-21,Saracens,Leicester,Allianz Park,JP Doyle,W,Sat,May,2015-16,30.8,14.6,0.6,0.0,4.2,2.8,1.4,0.0,1.6,1.2,1.4,0.0,1
537,2016-05-21,Leicester,Saracens,Allianz Park,JP Doyle,L,Sat,May,2015-16,28.6,27.2,0.8,0.6,3.6,2.6,1.8,0.0,3.0,2.8,2.2,0.0,0
538,2016-05-21,Exeter,Wasps,Sandy Park,Greg Garner,W,Sat,May,2015-16,32.6,18.2,0.6,0.2,4.6,3.0,1.2,0.0,2.2,1.8,1.2,0.0,1
539,2016-05-21,Wasps,Exeter,Sandy Park,Greg Garner,L,Sat,May,2015-16,31.4,19.4,0.6,0.2,4.4,2.6,1.4,0.0,2.6,1.4,1.2,0.0,0
540,2016-05-28,Saracens,Exeter,Twickenham Stadium,Wayne Barnes,W,Sat,May,2015-16,32.4,14.4,0.4,0.0,4.2,3.0,1.8,0.0,1.6,1.4,1.2,0.0,1
541,2016-05-28,Exeter,Saracens,Twickenham Stadium,Wayne Barnes,L,Sat,May,2015-16,35.8,15.6,0.6,0.0,5.0,3.6,1.2,0.0,1.6,1.4,1.6,0.0,0
542,2016-09-02,Gloucester,Leicester,Kingsholm,Wayne Barnes,L,Fri,Sep,2016-17,18.0,20.0,0.4,0.6,1.2,1.2,3.2,0.0,2.4,1.0,2.0,0.0,0
819,2016-09-02,Sale,Wasps,Ricoh Arena,JP Doyle,L,Fri,Sep,2017-18,20.8,19.0,1.0,0.4,2.6,1.8,1.4,0.0,1.8,0.8,2.8,0.0,0
545,2016-09-02,Sale,Newcastle,Kingston Park,Greg Garner,L,Fri,Sep,2016-17,23.4,18.2,0.8,0.4,2.8,2.0,1.8,0.0,2.0,0.8,2.2,0.0,0
544,2016-09-02,Newcastle,Sale,Kingston Park,Greg Garner,W,Fri,Sep,2016-17,17.4,26.0,0.2,0.6,2.2,1.4,1.2,0.0,3.2,2.0,2.0,0.0,1
818,2016-09-02,Wasps,Sale,Ricoh Arena,JP Doyle,W,Fri,Sep,2017-18,29.2,22.2,0.4,0.2,3.8,2.4,1.8,0.0,3.0,1.8,1.2,0.0,1
543,2016-09-02,Leicester,Gloucester,Kingsholm,Wayne Barnes,W,Fri,Sep,2016-17,28.0,30.6,0.6,0.6,3.6,2.6,1.6,0.0,3.4,3.2,2.4,0.0,1
547,2016-09-03,Worcester,Saracens,Twickenham Stadium,Matthew Carley,L,Sat,Sep,2016-17,19.0,36.8,0.2,1.0,2.6,1.2,1.2,0.0,5.2,4.2,0.8,0.0,0
546,2016-09-03,Saracens,Worcester,Twickenham Stadium,Matthew Carley,W,Sat,Sep,2016-17,32.0,16.4,0.2,0.0,4.0,3.0,2.0,0.0,1.8,1.6,1.4,0.0,1
548,2016-09-03,Northampton,Bath,Franklin's Gardens,JP Doyle,L,Sat,Sep,2016-17,20.4,23.0,0.4,0.4,2.2,1.4,2.2,0.0,2.4,2.2,2.2,0.0,0
549,2016-09-03,Bath,Northampton,Franklin's Gardens,JP Doyle,W,Sat,Sep,2016-17,22.2,25.4,0.6,1.0,2.6,2.2,1.6,0.0,3.6,2.2,1.0,0.0,1
550,2016-09-03,Harlequins,Bristol,Twickenham Stadium,Luke Pearce,W,Sat,Sep,2016-17,27.4,32.6,0.6,0.6,3.0,2.6,2.4,0.0,4.6,3.0,1.2,0.0,1
552,2016-09-04,Wasps,Exeter,Ricoh Arena,Tom Foley,W,Sun,Sep,2016-17,33.6,28.0,0.6,0.4,4.6,3.2,1.4,0.0,4.0,2.8,0.8,0.0,1
553,2016-09-04,Exeter,Wasps,Ricoh Arena,Tom Foley,L,Sun,Sep,2016-17,29.8,18.8,0.4,0.0,3.8,3.0,1.6,0.0,1.8,1.6,2.2,0.0,0
555,2016-09-09,Gloucester,Worcester,Sixways,Luke Pearce,D,Fri,Sep,2016-17,21.8,24.2,0.6,0.8,2.0,2.0,2.6,0.0,2.8,1.8,2.2,0.0,0
556,2016-09-09,Sale,Harlequins,AJ Bell Stadium,Tom Foley,W,Fri,Sep,2016-17,22.0,25.6,1.0,0.6,2.8,2.2,1.2,0.0,3.0,2.0,2.2,0.0,1
554,2016-09-09,Worcester,Gloucester,Sixways,Luke Pearce,D,Fri,Sep,2016-17,17.2,42.6,0.2,1.0,2.6,1.2,0.6,0.0,6.0,4.8,1.0,0.0,0
557,2016-09-09,Harlequins,Sale,AJ Bell Stadium,Tom Foley,L,Fri,Sep,2016-17,27.0,30.6,0.4,0.6,3.0,2.4,2.4,0.0,4.4,2.8,1.0,0.0,0
561,2016-09-10,Wasps,Leicester,Welford Road,Greg Garner,W,Sat,Sep,2016-17,27.8,25.0,0.4,0.4,3.6,2.2,1.8,0.0,3.2,3.0,1.0,0.0,1
560,2016-09-10,Leicester,Wasps,Welford Road,Greg Garner,L,Sat,Sep,2016-17,28.6,30.8,0.6,0.8,3.6,3.2,1.4,0.0,3.6,3.4,2.0,0.0,0
558,2016-09-10,Bath,Newcastle,Recreation Ground,Ian Tempest,W,Sat,Sep,2016-17,23.8,22.2,0.6,1.0,2.4,2.0,2.2,0.4,3.2,2.2,0.6,0.0,1
559,2016-09-10,Newcastle,Bath,Recreation Ground,Ian Tempest,L,Sat,Sep,2016-17,17.2,22.6,0.2,0.6,2.0,1.2,1.6,0.0,2.6,1.8,2.0,0.0,0
564,2016-09-11,Exeter,Saracens,Sandy Park,JP Doyle,L,Sun,Sep,2016-17,32.0,20.6,0.4,0.0,4.2,3.4,1.4,0.0,2.2,1.8,2.0,0.0,0
563,2016-09-11,Northampton,Bristol,Ashton Gate,Craig Maxwell-Keys,W,Sun,Sep,2016-17,17.4,22.0,0.4,0.2,1.8,1.2,2.0,0.0,2.0,1.8,2.4,0.4,1
565,2016-09-11,Saracens,Exeter,Sandy Park,JP Doyle,W,Sun,Sep,2016-17,34.6,14.6,0.4,0.0,4.2,3.2,2.4,0.0,1.8,1.6,0.8,0.0,1
567,2016-09-16,Gloucester,Sale,AJ Bell Stadium,Ian Tempest,W,Fri,Sep,2016-17,20.4,21.8,0.4,0.6,1.8,1.8,2.6,0.0,2.4,1.6,2.2,0.0,1
566,2016-09-16,Sale,Gloucester,AJ Bell Stadium,Ian Tempest,L,Fri,Sep,2016-17,20.6,21.2,0.6,0.4,2.2,1.8,2.0,0.0,2.4,1.6,2.0,0.0,0
568,2016-09-17,Bath,Worcester,Recreation Ground,Craig Maxwell-Keys,W,Sat,Sep,2016-17,32.0,17.4,0.8,0.8,3.8,3.2,1.6,0.6,2.6,1.6,0.4,0.0,1
571,2016-09-17,Harlequins,Exeter,Sandy Park,Matthew Carley,L,Sat,Sep,2016-17,19.8,29.4,0.2,0.6,2.0,1.6,2.2,0.0,4.0,2.6,1.4,0.0,0
569,2016-09-17,Worcester,Bath,Recreation Ground,Craig Maxwell-Keys,L,Sat,Sep,2016-17,19.4,37.2,0.2,0.8,2.8,1.2,1.0,0.0,4.8,4.2,1.6,0.0,0
573,2016-09-17,Northampton,Saracens,Allianz Park,Greg Garner,L,Sat,Sep,2016-17,22.6,18.4,0.6,0.2,2.6,1.8,2.0,0.0,1.6,1.6,2.0,0.4,0
572,2016-09-17,Saracens,Northampton,Allianz Park,Greg Garner,W,Sat,Sep,2016-17,36.8,14.4,0.6,0.0,4.6,3.6,2.2,0.0,1.6,1.4,1.2,0.0,1
570,2016-09-17,Exeter,Harlequins,Sandy Park,Matthew Carley,W,Sat,Sep,2016-17,29.8,26.8,0.4,0.2,3.8,3.0,1.6,0.0,3.2,2.4,2.0,0.0,1
576,2016-09-18,Newcastle,Leicester,Kingston Park,JP Doyle,L,Sun,Sep,2016-17,13.2,25.0,0.2,0.6,1.6,0.8,1.2,0.0,3.0,2.0,1.8,0.2,0
574,2016-09-18,Wasps,Bristol,Ricoh Arena,Tim Wigglesworth,W,Sun,Sep,2016-17,34.0,24.6,0.6,0.4,4.4,3.0,2.0,0.0,3.0,2.4,1.6,0.0,1
577,2016-09-18,Leicester,Newcastle,Kingston Park,JP Doyle,W,Sun,Sep,2016-17,27.0,32.8,0.6,0.8,3.4,2.6,1.6,0.0,4.0,4.0,1.6,0.0,1
579,2016-09-23,Exeter,Bristol,Ashton Gate,Tom Foley,W,Fri,Sep,2016-17,24.6,27.0,0.4,0.2,2.8,2.6,1.8,0.0,3.2,2.2,2.2,0.0,1
585,2016-09-24,Wasps,Northampton,Franklin's Gardens,Luke Pearce,W,Sat,Sep,2016-17,40.4,26.6,0.6,0.4,5.2,4.2,2.0,0.0,3.2,2.6,1.8,0.0,1
583,2016-09-24,Saracens,Harlequins,Twickenham Stoop,Craig Maxwell-Keys,L,Sat,Sep,2016-17,33.6,13.0,0.4,0.0,3.8,2.8,3.0,0.0,1.0,1.0,2.0,0.0,0
582,2016-09-24,Harlequins,Saracens,Twickenham Stoop,Craig Maxwell-Keys,W,Sat,Sep,2016-17,22.4,32.2,0.2,0.8,2.6,2.0,1.8,0.0,4.4,3.0,1.4,0.0,1
581,2016-09-24,Newcastle,Gloucester,Kingsholm,David Sainsbury,W,Sat,Sep,2016-17,13.2,26.6,0.4,0.4,1.6,0.8,1.2,0.0,3.2,2.0,2.0,0.2,1
586,2016-09-24,Worcester,Sale,Sixways,JP Doyle,D,Sat,Sep,2016-17,16.8,33.8,0.0,0.8,2.2,1.4,1.0,0.0,4.0,3.6,2.2,0.0,0
584,2016-09-24,Northampton,Wasps,Franklin's Gardens,Luke Pearce,L,Sat,Sep,2016-17,20.2,17.8,0.4,0.2,2.2,1.6,2.0,0.0,1.4,1.2,2.4,0.4,0
580,2016-09-24,Gloucester,Newcastle,Kingsholm,David Sainsbury,L,Sat,Sep,2016-17,22.4,22.6,0.4,0.4,2.0,2.0,2.8,0.0,2.8,1.6,1.8,0.0,0
587,2016-09-24,Sale,Worcester,Sixways,JP Doyle,D,Sat,Sep,2016-17,21.0,24.0,0.4,0.4,2.4,1.8,1.8,0.0,2.8,2.0,2.0,0.0,0
588,2016-09-25,Leicester,Bath,Welford Road,Matthew Carley,W,Sun,Sep,2016-17,23.6,32.0,0.4,1.0,2.8,1.8,2.0,0.0,3.8,3.8,1.8,0.0,1
589,2016-09-25,Bath,Leicester,Welford Road,Matthew Carley,L,Sun,Sep,2016-17,33.0,16.6,0.8,0.4,3.8,3.4,1.8,0.6,2.4,1.4,0.6,0.0,0
591,2016-09-30,Saracens,Bristol,Ashton Gate,Ian Tempest,W,Fri,Sep,2016-17,26.8,13.0,0.6,0.0,3.0,2.0,2.6,0.0,1.0,1.0,2.0,0.0,1
593,2016-09-30,Exeter,Northampton,Franklin's Gardens,Matthew Carley,L,Fri,Sep,2016-17,26.0,25.8,0.6,0.2,3.0,2.8,1.8,0.0,3.4,2.0,1.6,0.0,0
592,2016-09-30,Northampton,Exeter,Franklin's Gardens,Matthew Carley,W,Fri,Sep,2016-17,20.2,19.0,0.6,0.0,2.2,1.6,2.0,0.0,1.4,1.2,2.8,0.4,1
596,2016-10-01,Gloucester,Bath,Kingsholm,JP Doyle,L,Sat,Oct,2016-17,22.6,24.0,0.6,0.2,2.2,2.2,2.4,0.0,3.0,1.8,1.8,0.0,0
595,2016-10-01,Leicester,Sale,AJ Bell Stadium,Craig Maxwell-Keys,L,Sat,Oct,2016-17,25.0,27.2,0.2,0.8,2.6,1.8,2.8,0.0,3.2,3.2,1.6,0.0,0
594,2016-10-01,Sale,Leicester,AJ Bell Stadium,Craig Maxwell-Keys,W,Sat,Oct,2016-17,23.6,27.8,0.6,0.4,2.8,2.4,1.6,0.0,3.2,2.6,2.2,0.0,1
597,2016-10-01,Bath,Gloucester,Kingsholm,JP Doyle,W,Sat,Oct,2016-17,33.0,20.4,0.6,0.4,3.8,3.4,1.8,0.6,2.6,1.6,1.4,0.0,1
600,2016-10-02,Worcester,Newcastle,Sixways,Tom Foley,W,Sun,Oct,2016-17,20.2,34.4,0.2,0.8,2.8,1.6,1.0,0.0,4.0,3.6,2.4,0.0,1
599,2016-10-02,Harlequins,Wasps,Ricoh Arena,Greg Garner,L,Sun,Oct,2016-17,19.4,29.2,0.0,0.8,2.2,1.8,1.6,0.0,4.0,2.8,1.2,0.0,0
601,2016-10-02,Newcastle,Worcester,Sixways,Tom Foley,L,Sun,Oct,2016-17,14.0,24.6,0.4,0.6,1.6,0.6,1.6,0.0,2.8,2.0,2.0,0.2,0
598,2016-10-02,Wasps,Harlequins,Ricoh Arena,Greg Garner,W,Sun,Oct,2016-17,39.8,22.8,0.6,0.6,5.2,4.2,1.8,0.0,2.8,2.0,1.6,0.0,1
603,2016-10-07,Sale,Bath,Recreation Ground,Tom Foley,L,Fri,Oct,2016-17,27.0,30.0,0.6,0.6,3.2,2.8,1.8,0.0,3.6,3.0,2.0,0.0,0
602,2016-10-07,Bath,Sale,Recreation Ground,Tom Foley,W,Fri,Oct,2016-17,28.4,16.2,0.4,0.2,3.2,2.6,1.6,0.8,1.8,1.2,1.6,0.0,1
604,2016-10-08,Exeter,Gloucester,Sandy Park,Greg Garner,D,Sat,Oct,2016-17,25.8,24.2,0.8,0.2,2.8,2.6,2.2,0.0,3.2,2.0,1.4,0.0,0
607,2016-10-08,Northampton,Harlequins,Twickenham Stoop,Ian Tempest,L,Sat,Oct,2016-17,18.6,18.8,0.6,0.2,2.0,1.6,1.8,0.0,1.2,1.0,3.2,0.4,0
605,2016-10-08,Gloucester,Exeter,Sandy Park,Greg Garner,D,Sat,Oct,2016-17,19.8,21.4,0.6,0.2,1.8,1.8,2.4,0.0,2.8,1.6,1.2,0.2,0
609,2016-10-08,Worcester,Leicester,Welford Road,Tim Wigglesworth,L,Sat,Oct,2016-17,18.6,27.6,0.2,0.8,2.4,1.2,1.4,0.0,2.8,2.6,2.8,0.0,0
608,2016-10-08,Leicester,Worcester,Welford Road,Tim Wigglesworth,W,Sat,Oct,2016-17,27.6,25.2,0.4,1.0,2.8,2.0,3.2,0.0,3.0,3.0,1.4,0.0,1
